Ticker,Annoucement Date,startdate,enddate,Actual,Estimate,Surprise,Group
DCI,2017-03-01,2016-09-07T16:00:00,2017-08-21T16:00:00,0.35,0.314,11.5,BEAT
COST,2017-03-02,2016-09-08T16:00:00,2017-08-22T16:00:00,1.17,1.351,-13.5,MISS
GWRE,2017-03-02,2016-09-08T16:00:00,2017-08-22T16:00:00,0.28,0.142,97.2,BEAT
THO,2017-03-06,2016-09-12T16:00:00,2017-08-24T16:00:00,1.23,1.216,1,MEET
CMD,2017-03-09,2016-09-15T16:00:00,2017-08-29T16:00:00,0.52,0.497,4.6,MEET
MTN,2017-03-10,2016-09-16T16:00:00,2017-08-30T16:00:00,3.67,3.396,8,BEAT
JBL,2017-03-15,2016-09-21T16:00:00,2017-09-05T16:00:00,0.48,0.464,3.4,MEET
ACN,2017-03-23,2016-09-29T16:00:00,2017-09-13T16:00:00,1.33,1.299,2.4,MEET
MU,2017-03-23,2016-09-29T16:00:00,2017-09-13T16:00:00,0.9,0.864,4.2,MEET
FDS,2017-03-28,2016-10-04T16:00:00,2017-09-18T16:00:00,1.81,1.797,0.7,MISS
AYI,2017-04-04,2016-10-11T16:00:00,2017-09-25T16:00:00,1.77,1.834,-3.5,MISS
WBA,2017-04-05,2016-10-12T16:00:00,2017-09-26T16:00:00,1.36,1.359,0.1,MISS
MSM,2017-04-06,2016-10-13T16:00:00,2017-09-27T16:00:00,0.94,0.897,4.4,MEET
AMTD,2017-04-19,2016-10-24T16:00:00,2017-10-06T16:00:00,0.4,0.407,-0.8,MISS
PTC,2017-04-19,2016-10-24T16:00:00,2017-10-06T16:00:00,0.3,0.283,6,MEET
QCOM,2017-04-19,2016-10-24T16:00:00,2017-10-06T16:00:00,1.34,1.185,13.1,BEAT
DHI,2017-04-20,2016-10-26T16:00:00,2017-10-10T16:00:00,0.6,0.591,2.4,MEET
V,2017-04-20,2016-10-26T16:00:00,2017-10-10T16:00:00,0.86,0.79,8.9,BEAT
ASH,2017-04-25,2016-10-31T16:00:00,2017-10-13T16:00:00,1.71,1.611,6.1,MEET
VVV,2017-04-25,2016-10-31T16:00:00,2017-10-13T16:00:00,0.37,0.333,11.1,BEAT
WRK,2017-04-26,2016-11-01T16:00:00,2017-10-16T16:00:00,0.54,0.461,17.1,BEAT
OSK,2017-04-26,2016-11-01T16:00:00,2017-10-16T16:00:00,0.76,0.742,2.4,MEET
ROK,2017-04-26,2016-11-01T16:00:00,2017-10-16T16:00:00,1.55,1.402,10.6,BEAT
VAR,2017-04-26,2016-11-01T16:00:00,2017-10-16T16:00:00,0.89,0.896,-0.7,MISS
FFIV,2017-04-26,2016-11-01T16:00:00,2017-10-16T16:00:00,1.95,1.971,-1.1,MISS
DLB,2017-04-26,2016-11-01T16:00:00,2017-10-16T16:00:00,0.49,0.5,-2,MISS
RJF,2017-04-26,2016-11-01T16:00:00,2017-10-16T16:00:00,1.28,1.136,12.7,BEAT
APD,2017-04-27,2016-11-02T16:00:00,2017-10-17T16:00:00,1.43,1.378,3.8,MEET
HP,2017-04-27,2016-11-02T16:00:00,2017-10-17T16:00:00,-0.47,-0.407,-14.6,MISS
JCI,2017-04-27,2016-11-02T16:00:00,2017-10-17T16:00:00,0.5,0.494,1.2,MEET
SBUX,2017-04-27,2016-11-02T16:00:00,2017-10-17T16:00:00,0.45,0.448,0.4,MISS
FICO,2017-04-27,2016-11-02T16:00:00,2017-10-17T16:00:00,1.05,1.127,-6.8,MISS
SWKS,2017-04-27,2016-11-02T16:00:00,2017-10-17T16:00:00,1.45,1.401,3.5,MEET
HRC,2017-04-28,2016-11-03T16:00:00,2017-10-18T16:00:00,0.88,0.788,11.7,BEAT
ADNT,2017-04-28,2016-11-03T16:00:00,2017-10-18T16:00:00,2.5,2.408,3.8,MEET
BEN,2017-04-28,2016-11-03T16:00:00,2017-10-18T16:00:00,0.74,0.672,10.1,BEAT
TFSL,2017-04-28,2016-11-03T16:00:00,2017-10-18T16:00:00,0.08,0.07,14.3,BEAT
CBT,2017-05-01,2016-11-04T16:00:00,2017-10-19T16:00:00,0.87,0.854,1.9,MEET
UGI,2017-05-01,2016-11-04T16:00:00,2017-10-19T16:00:00,1.31,1.248,5,MEET
BDX,2017-05-02,2016-11-07T16:00:00,2017-10-20T16:00:00,2.3,2.233,3,MEET
VSM,2017-05-02,2016-11-07T16:00:00,2017-10-20T16:00:00,0.44,0.43,2.3,MEET
EMR,2017-05-02,2016-11-07T16:00:00,2017-10-20T16:00:00,0.58,0.581,-0.2,MISS
SMG,2017-05-02,2016-11-07T16:00:00,2017-10-20T16:00:00,2.78,2.904,-4.3,MISS
AAPL,2017-05-02,2016-11-07T16:00:00,2017-10-20T16:00:00,2.1,2.022,3.9,MEET
ENR,2017-05-03,2016-11-08T16:00:00,2017-10-23T16:00:00,0.5,0.339,47.5,BEAT
BERY,2017-05-03,2016-11-08T16:00:00,2017-10-23T16:00:00,0.79,0.651,21.4,BEAT
ATO,2017-05-03,2016-11-08T16:00:00,2017-10-23T16:00:00,1.55,1.425,8.8,BEAT
ABC,2017-05-04,2016-11-09T16:00:00,2017-10-24T16:00:00,1.77,1.679,5.4,MEET
VIAB,2017-05-04,2016-11-09T16:00:00,2017-10-24T16:00:00,0.79,0.599,31.9,BEAT
NFG,2017-05-04,2016-11-09T16:00:00,2017-10-24T16:00:00,1.04,1.048,-0.8,MISS
TSN,2017-05-08,2016-11-11T16:00:00,2017-10-26T16:00:00,1.01,1.024,-1.4,MISS
POST,2017-05-08,2016-11-11T16:00:00,2017-10-26T16:00:00,0.55,0.579,-5,MISS
ARMK,2017-05-09,2016-11-14T16:00:00,2017-10-27T16:00:00,0.45,0.426,5.6,MEET
JEC,2017-05-09,2016-11-14T16:00:00,2017-10-27T16:00:00,0.78,0.718,8.6,BEAT
ACM,2017-05-09,2016-11-14T16:00:00,2017-10-27T16:00:00,0.89,0.608,46.4,BEAT
TDG,2017-05-09,2016-11-14T16:00:00,2017-10-27T16:00:00,3.02,3.005,0.5,MISS
DOX,2017-05-09,2016-11-14T16:00:00,2017-10-27T16:00:00,0.94,0.936,0.4,MISS
NUAN,2017-05-09,2016-11-14T16:00:00,2017-10-27T16:00:00,0.32,0.381,-16,MISS
DIS,2017-05-09,2016-11-14T16:00:00,2017-10-27T16:00:00,1.5,1.411,6.4,MEET
COHR,2017-05-09,2016-11-14T16:00:00,2017-10-27T16:00:00,2.91,2.445,19,BEAT
HOLX,2017-05-10,2016-11-15T16:00:00,2017-10-30T16:00:00,0.5,0.461,8.5,BEAT
SNPS,2017-05-17,2016-11-22T16:00:00,2017-11-06T16:00:00,0.88,0.858,2.6,MEET
AMAT,2017-05-18,2016-11-23T16:00:00,2017-11-07T16:00:00,0.79,0.765,3.3,MEET
DE,2017-05-19,2016-11-25T16:00:00,2017-11-08T16:00:00,2.15,1.627,32.4,BEAT
A,2017-05-22,2016-11-28T16:00:00,2017-11-09T16:00:00,0.58,0.484,19.8,BEAT
NDSN,2017-05-22,2016-11-28T16:00:00,2017-11-09T16:00:00,1.35,1.306,3.4,MEET
TOL,2017-05-23,2016-11-29T16:00:00,2017-11-10T16:00:00,0.74,0.624,19.1,BEAT
HEI,2017-05-23,2016-11-29T16:00:00,2017-11-10T16:00:00,0.34,0.323,5,MEET
EV,2017-05-24,2016-11-30T16:00:00,2017-11-13T16:00:00,0.62,0.591,4.9,MEET
HPQ,2017-05-24,2016-11-30T16:00:00,2017-11-13T16:00:00,0.4,0.389,2.8,MEET
HRL,2017-05-25,2016-12-01T16:00:00,2017-11-14T16:00:00,0.39,0.399,-2,MISS
TTC,2017-05-25,2016-12-01T16:00:00,2017-11-14T16:00:00,1.08,1.037,4.5,MEET
ADI,2017-05-31,2016-12-06T16:00:00,2017-11-17T16:00:00,1.03,0.844,22,BEAT
HPE,2017-05-31,2016-12-06T16:00:00,2017-11-17T16:00:00,0.35,0.352,-0.6,MISS
AVGO,2017-06-01,2016-12-07T16:00:00,2017-11-20T16:00:00,3.69,3.501,5.4,MEET
COO,2017-06-01,2016-12-07T16:00:00,2017-11-20T16:00:00,2.5,2.25,11.1,BEAT
KEYS,2017-06-06,2016-12-12T16:00:00,2017-11-24T16:00:00,0.64,0.568,12.7,BEAT
LEN,2017-06-20,2016-12-27T16:00:00,2017-12-08T16:00:00,0.9,0.768,17.4,BEAT
ADBE,2017-06-20,2016-12-27T16:00:00,2017-12-08T16:00:00,1.02,0.946,7.8,BEAT
HAIN,2017-06-22,2016-12-29T16:00:00,2017-12-12T16:00:00,0.28,0.566,-50.9,MISS
CCL,2017-06-22,2016-12-29T16:00:00,2017-12-12T16:00:00,0.52,0.474,9.7,BEAT
INFO,2017-06-27,2017-01-04T16:00:00,2017-12-15T16:00:00,0.52,0.523,-0.6,MISS
MKC,2017-06-29,2017-01-06T16:00:00,2017-12-19T16:00:00,0.82,0.762,7.6,BEAT
YUMC,2017-07-05,2017-01-11T16:00:00,2017-12-22T16:00:00,0.27,0.274,-1.5,MISS
PEP,2017-07-11,2017-01-18T16:00:00,2017-12-29T16:00:00,1.5,1.397,7.4,BEAT
FAST,2017-07-12,2017-01-19T16:00:00,2018-01-02T16:00:00,0.52,0.497,4.6,MEET
OZK,2017-07-12,2017-01-19T16:00:00,2018-01-02T16:00:00,0.73,0.73,-0.6,MISS
CBSH,2017-07-13,2017-01-20T16:00:00,2018-01-03T16:00:00,0.68,0.632,7.6,BEAT
DAL,2017-07-13,2017-01-20T16:00:00,2018-01-03T16:00:00,1.64,1.655,-0.9,MISS
FHN,2017-07-14,2017-01-23T16:00:00,2018-01-04T16:00:00,0.27,0.262,4.3,MEET
PNC,2017-07-14,2017-01-23T16:00:00,2018-01-04T16:00:00,2.1,2.016,4.2,MEET
JPM,2017-07-14,2017-01-23T16:00:00,2018-01-04T16:00:00,1.71,1.583,8.2,BEAT
C,2017-07-14,2017-01-23T16:00:00,2018-01-04T16:00:00,1.28,1.208,6,MEET
WFC,2017-07-14,2017-01-23T16:00:00,2018-01-04T16:00:00,1.05,1.009,3.9,MEET
FRC,2017-07-14,2017-01-23T16:00:00,2018-01-04T16:00:00,1.06,1.086,-2.3,MISS
BLK,2017-07-17,2017-01-24T16:00:00,2018-01-05T16:00:00,5.24,5.382,-2.6,MISS
JBHT,2017-07-17,2017-01-24T16:00:00,2018-01-05T16:00:00,0.88,0.913,-3.3,MISS
NFLX,2017-07-17,2017-01-24T16:00:00,2018-01-05T16:00:00,0.15,0.156,-3.8,MISS
ELS,2017-07-17,2017-01-24T16:00:00,2018-01-05T16:00:00,0.81,0.81,0,MISS
BRO,2017-07-17,2017-01-24T16:00:00,2018-01-05T16:00:00,0.25,0.238,2.9,MEET
UNH,2017-07-18,2017-01-25T16:00:00,2018-01-08T16:00:00,2.46,2.379,3.4,MEET
SNV,2017-07-18,2017-01-25T16:00:00,2018-01-08T16:00:00,0.6,0.591,1,MEET
CMA,2017-07-18,2017-01-25T16:00:00,2018-01-08T16:00:00,1.15,1.079,6.6,MEET
JNJ,2017-07-18,2017-01-25T16:00:00,2018-01-08T16:00:00,1.83,1.79,2.2,MEET
BAC,2017-07-18,2017-01-25T16:00:00,2018-01-08T16:00:00,0.48,0.433,11.1,BEAT
HOG,2017-07-18,2017-01-25T16:00:00,2018-01-08T16:00:00,1.48,1.383,6.8,MEET
PACW,2017-07-18,2017-01-25T16:00:00,2018-01-08T16:00:00,0.78,0.708,10.2,BEAT
LMT,2017-07-18,2017-01-25T16:00:00,2018-01-08T16:00:00,3.23,3.108,4.1,MEET
GS,2017-07-18,2017-01-25T16:00:00,2018-01-08T16:00:00,3.95,3.427,15.3,BEAT
PLD,2017-07-18,2017-01-25T16:00:00,2018-01-08T16:00:00,0.84,0.782,7.4,BEAT
PGR,2017-07-18,2017-01-25T16:00:00,2018-01-08T16:00:00,0.59,0.592,0.2,MISS
SCHW,2017-07-18,2017-01-25T16:00:00,2018-01-08T16:00:00,0.39,0.388,0.2,MISS
IBKR,2017-07-18,2017-01-25T16:00:00,2018-01-08T16:00:00,0.41,0.37,10.8,BEAT
CSX,2017-07-18,2017-01-25T16:00:00,2018-01-08T16:00:00,0.64,0.591,8.3,BEAT
IBM,2017-07-18,2017-01-25T16:00:00,2018-01-08T16:00:00,2.97,2.744,8.2,BEAT
UAL,2017-07-18,2017-01-25T16:00:00,2018-01-08T16:00:00,2.75,2.719,1.1,MEET
NAVI,2017-07-18,2017-01-25T16:00:00,2018-01-08T16:00:00,0.43,0.414,3.9,MEET
WTFC,2017-07-18,2017-01-25T16:00:00,2018-01-08T16:00:00,1.11,0.993,11.8,BEAT
PNFP,2017-07-18,2017-01-25T16:00:00,2018-01-08T16:00:00,0.84,0.8,4.9,MEET
SBNY,2017-07-19,2017-01-26T16:00:00,2018-01-09T16:00:00,2.21,2.214,-0.2,MISS
CCI,2017-07-19,2017-01-26T16:00:00,2018-01-09T16:00:00,1.11,1.097,1.2,MEET
TXT,2017-07-19,2017-01-26T16:00:00,2018-01-09T16:00:00,0.6,0.547,9.7,BEAT
USB,2017-07-19,2017-01-26T16:00:00,2018-01-09T16:00:00,0.85,0.844,0.7,MISS
MTB,2017-07-19,2017-01-26T16:00:00,2018-01-09T16:00:00,2.35,2.271,3.5,MEET
MS,2017-07-19,2017-01-26T16:00:00,2018-01-09T16:00:00,0.87,0.765,13.7,BEAT
AGR,2017-07-19,2017-01-26T16:00:00,2018-01-09T16:00:00,0.46,0.398,15.6,BEAT
NTRS,2017-07-19,2017-01-26T16:00:00,2018-01-09T16:00:00,1.23,1.229,-0.2,MISS
GWW,2017-07-19,2017-01-26T16:00:00,2018-01-09T16:00:00,2.74,2.646,3.6,MEET
SRPT,2017-07-19,2017-01-26T16:00:00,2018-01-09T16:00:00,-0.6,-0.907,33.8,BEAT
TCBI,2017-07-19,2017-01-26T16:00:00,2018-01-09T16:00:00,0.97,0.948,2.2,MEET
AXP,2017-07-19,2017-01-26T16:00:00,2018-01-09T16:00:00,1.47,1.439,2.2,MEET
KMI,2017-07-19,2017-01-26T16:00:00,2018-01-09T16:00:00,0.14,0.147,-4.8,MISS
TMUS,2017-07-19,2017-01-26T16:00:00,2018-01-09T16:00:00,0.65,0.359,81.2,BEAT
AA,2017-07-19,2017-01-26T16:00:00,2018-01-09T16:00:00,0.62,0.581,6.7,MEET
FNF,2017-07-19,2017-01-26T16:00:00,2018-01-09T16:00:00,0.75,0.72,4.2,MEET
URI,2017-07-19,2017-01-26T16:00:00,2018-01-09T16:00:00,2.37,2.319,2.2,MEET
UMPQ,2017-07-19,2017-01-26T16:00:00,2018-01-09T16:00:00,0.27,0.268,-0.5,MISS
CHRW,2017-07-19,2017-01-26T16:00:00,2018-01-09T16:00:00,0.78,0.899,-12.7,MISS
SLM,2017-07-19,2017-01-26T16:00:00,2018-01-09T16:00:00,0.16,0.164,-2.4,MISS
SLG,2017-07-19,2017-01-26T16:00:00,2018-01-09T16:00:00,1.78,1.613,10.4,BEAT
CCK,2017-07-19,2017-01-26T16:00:00,2018-01-09T16:00:00,1.12,1.098,2,MEET
VMI,2017-07-19,2017-01-26T16:00:00,2018-01-09T16:00:00,2.01,1.952,3,MEET
STLD,2017-07-19,2017-01-26T16:00:00,2018-01-09T16:00:00,0.63,0.63,0,MISS
FNB,2017-07-20,2017-01-27T16:00:00,2018-01-10T16:00:00,0.23,0.23,0,MISS
EWBC,2017-07-20,2017-01-27T16:00:00,2018-01-10T16:00:00,0.81,0.802,0.7,MISS
DHR,2017-07-20,2017-01-27T16:00:00,2018-01-10T16:00:00,0.99,0.969,2.2,MEET
PII,2017-07-20,2017-01-27T16:00:00,2018-01-10T16:00:00,1.16,1.078,7.6,BEAT
BBT,2017-07-20,2017-01-27T16:00:00,2018-01-10T16:00:00,0.78,0.768,1.6,MEET
SNA,2017-07-20,2017-01-27T16:00:00,2018-01-10T16:00:00,2.6,2.556,1.6,MEET
KEY,2017-07-20,2017-01-27T16:00:00,2018-01-10T16:00:00,0.34,0.337,0.9,MISS
BK,2017-07-20,2017-01-27T16:00:00,2018-01-10T16:00:00,0.93,0.843,10.3,BEAT
OMC,2017-07-20,2017-01-27T16:00:00,2018-01-10T16:00:00,1.4,1.379,1.7,MEET
DOV,2017-07-20,2017-01-27T16:00:00,2018-01-10T16:00:00,1.04,1.007,3.3,MEET
WBC,2017-07-20,2017-01-27T16:00:00,2018-01-10T16:00:00,1.69,1.536,10,BEAT
SON,2017-07-20,2017-01-27T16:00:00,2018-01-10T16:00:00,0.71,0.701,1.3,MEET
TRV,2017-07-20,2017-01-27T16:00:00,2018-01-10T16:00:00,1.92,2.12,-9.4,MISS
PM,2017-07-20,2017-01-27T16:00:00,2018-01-10T16:00:00,1.14,1.228,-7.2,MISS
SHW,2017-07-20,2017-01-27T16:00:00,2018-01-10T16:00:00,4.52,4.638,-2.5,MISS
POOL,2017-07-20,2017-01-27T16:00:00,2018-01-10T16:00:00,2.21,2.239,-1.4,MISS
ADS,2017-07-20,2017-01-27T16:00:00,2018-01-10T16:00:00,3.84,3.728,3,MEET
ABT,2017-07-20,2017-01-27T16:00:00,2018-01-10T16:00:00,0.62,0.605,2.5,MEET
UNP,2017-07-20,2017-01-27T16:00:00,2018-01-10T16:00:00,1.45,1.393,3.9,MEET
GPC,2017-07-20,2017-01-27T16:00:00,2018-01-10T16:00:00,1.29,1.313,-1.8,MISS
NUE,2017-07-20,2017-01-27T16:00:00,2018-01-10T16:00:00,1.01,1.063,-5.4,MISS
PBCT,2017-07-20,2017-01-27T16:00:00,2018-01-10T16:00:00,0.24,0.228,7,MEET
ATHN,2017-07-20,2017-01-27T16:00:00,2018-01-10T16:00:00,0.51,0.392,30.1,BEAT
ETFC,2017-07-20,2017-01-27T16:00:00,2018-01-10T16:00:00,0.52,0.481,7.8,BEAT
ISRG,2017-07-20,2017-01-27T16:00:00,2018-01-10T16:00:00,1.98,1.928,2.9,MEET
SKX,2017-07-20,2017-01-27T16:00:00,2018-01-10T16:00:00,0.38,0.441,-13.6,MISS
MANH,2017-07-20,2017-01-27T16:00:00,2018-01-10T16:00:00,0.5,0.478,4.6,MEET
COF,2017-07-20,2017-01-27T16:00:00,2018-01-10T16:00:00,1.96,1.898,3.5,MEET
BDN,2017-07-20,2017-01-27T16:00:00,2018-01-10T16:00:00,0.32,0.333,-3.9,MISS
NCR,2017-07-20,2017-01-27T16:00:00,2018-01-10T16:00:00,0.8,0.756,5.8,MEET
EBAY,2017-07-20,2017-01-27T16:00:00,2018-01-10T16:00:00,0.45,0.446,0.9,MISS
ASB,2017-07-20,2017-01-27T16:00:00,2018-01-10T16:00:00,0.36,0.359,0.3,MISS
WAL,2017-07-20,2017-01-27T16:00:00,2018-01-10T16:00:00,0.76,0.726,4.9,MEET
STI,2017-07-21,2017-01-30T16:00:00,2018-01-11T16:00:00,1.03,0.987,4.4,MEET
RF,2017-07-21,2017-01-30T16:00:00,2018-01-11T16:00:00,0.25,0.24,4.2,MEET
CFG,2017-07-21,2017-01-30T16:00:00,2018-01-11T16:00:00,0.63,0.594,5.5,MEET
HON,2017-07-21,2017-01-30T16:00:00,2018-01-11T16:00:00,1.8,1.778,1.2,MEET
SYF,2017-07-21,2017-01-30T16:00:00,2018-01-11T16:00:00,0.61,0.572,6.6,MEET
FITB,2017-07-21,2017-01-30T16:00:00,2018-01-11T16:00:00,0.46,0.425,8.2,BEAT
GE,2017-07-21,2017-01-30T16:00:00,2018-01-11T16:00:00,0.28,0.251,11.6,BEAT
CL,2017-07-21,2017-01-30T16:00:00,2018-01-11T16:00:00,0.72,0.721,-0.1,MISS
SLB,2017-07-21,2017-01-30T16:00:00,2018-01-11T16:00:00,0.35,0.298,17.4,BEAT
MCO,2017-07-21,2017-01-30T16:00:00,2018-01-11T16:00:00,1.51,1.338,12.9,BEAT
WBS,2017-07-21,2017-01-30T16:00:00,2018-01-11T16:00:00,0.64,0.605,6.3,MEET
HBAN,2017-07-21,2017-01-30T16:00:00,2018-01-11T16:00:00,0.26,0.232,12.1,BEAT
KSU,2017-07-21,2017-01-30T16:00:00,2018-01-11T16:00:00,1.33,1.281,3.8,MEET
GNTX,2017-07-21,2017-01-30T16:00:00,2018-01-11T16:00:00,0.31,0.317,-2.2,MISS
NVR,2017-07-21,2017-01-30T16:00:00,2018-01-11T16:00:00,35.19,29.025,21.2,BEAT
SWK,2017-07-24,2017-01-31T16:00:00,2018-01-12T16:00:00,2.01,1.964,2.3,MEET
HAS,2017-07-24,2017-01-31T16:00:00,2018-01-12T16:00:00,0.53,0.454,17.1,BEAT
HAL,2017-07-24,2017-01-31T16:00:00,2018-01-12T16:00:00,0.23,0.18,27.8,BEAT
VFC,2017-07-24,2017-01-31T16:00:00,2018-01-12T16:00:00,0.29,0.284,2.1,MEET
MAN,2017-07-24,2017-01-31T16:00:00,2018-01-12T16:00:00,1.72,1.741,-1.2,MISS
TCF,2017-07-24,2017-01-31T16:00:00,2018-01-12T16:00:00,0.33,0.299,10.1,BEAT
LII,2017-07-24,2017-01-31T16:00:00,2018-01-12T16:00:00,2.83,2.759,2.6,MEET
ITW,2017-07-24,2017-01-31T16:00:00,2018-01-12T16:00:00,1.66,1.636,1.5,MEET
BOH,2017-07-24,2017-01-31T16:00:00,2018-01-12T16:00:00,1.05,1.028,1.9,MEET
ARNC,2017-07-24,2017-01-31T16:00:00,2018-01-12T16:00:00,0.32,0.27,18.5,BEAT
